City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
340,Grootfontein,-19.5667,18.1167,56.1,46,25,6.17,NA,1685588994
341,Portland,45.5234,-122.6762,63.52,52,51,5.99,US,1685588465
342,Antalaha,-14.9003,50.2788,68.34,82,18,7.02,MG,1685588538
343,Salalah,17.0151,54.0924,84.69,73,43,6.64,OM,1685588405
344,Chapais,49.7834,-74.8492,66.13,68,25,6.42,CA,1685588994
345,Turayf,31.6725,38.6637,66.79,44,0,6.38,SA,1685588994
346,Kenai,60.5544,-151.2583,57.02,64,0,16.11,US,1685588483
347,San Andres,12.5847,-81.7006,82.49,77,96,9.89,CO,1685588995
348,Maningrida,-12.0667,134.2667,83.43,51,46,10.63,AU,1685588671
349,Provideniya,64.3833,-173.3,32.11,93,100,6.71,RU,1685588465
350,Riyadh,24.6877,46.7219,82.54,33,1,4.23,SA,1685588922
351,Pitimbu,-7.4706,-34.8086,77.59,87,41,8.93,BR,1685588474
352,Pangnirtung,66.1451,-65.7125,30.74,98,100,3.76,CA,1685588519
353,Zhanaozen,43.3,52.8,80.28,17,100,9.86,KZ,1685588464
